pagina,indice_musica,titulo_musica,nome_artista,letra,album,data_lancamento,tags,identificador
1,48,Anunciação,Alceu Valença,"[Verso]
Na bruma leve das paixões que vêm de dentro
Tu vens chegando, pra brincar no meu quintal
No teu cavalo, peito nu, cabelo ao vento
E o Sol, quarando nossas roupas no varal
Na bruma leve das paixões que vêm de dentro
Tu vens chegando, pra brincar no meu quintal
No teu cavalo, peito nu, cabelo ao vento
E o Sol, quarando nossas roupas no varal

[Ponte]
Tu vens, tu vens
Eu já escuto os teus sinais
Tu vens, tu vens
Eu já escuto os teus sinais

[Refrão]
A voz do anjo sussurrou no meu ouvido
Eu não duvido, já escuto os teus sinais
Que tu virias, numa manhã de domingo
Eu te anuncio nos sinos das catedrais

[Ponte]
Tu vens, tu vens
Eu já escuto os teus sinais
Tu vens, tu vens
Eu já escuto os teus sinais
[Verso]
Na bruma leve das paixões que vêm de dentro
Tu vens chegando, pra brincar no meu quintal
No teu cavalo, peito nu, cabelo ao vento
E o Sol, quarando nossas roupas no varal

[Ponte]
Tu vens, tu vens
Eu já escuto os teus sinais
Tu vens, tu vens
Eu já escuto os teus sinais

[Refrão]
A voz do anjo sussurrou no meu ouvido
Eu não duvido, já escuto os teus sinais
Que tu virias, numa manhã de domingo
Eu te anuncio nos sinos das catedrais

[Ponte]
Tu vens, tu vens
Eu já escuto os teus sinais
Tu vens, tu vens
Eu já escuto os teus sinais",Anjo Avesso (1983),1983,"Pop,Forró,MPB (Música Popular Brasileira),Brasil,Em Português",Anunciação Alceu Valença
1,49,Diferença Mara,Juliette,"[Letra de ""Diferença Mara""]

[Verso 1]
Quando eu te conheci
Meu pé saiu do chão
Acelerou meu coração
Nosso sorriso é a prova
Que é tão bonita essa soma

[Verso 2]
Eu sou do Nordeste, ele é do Sul
Prefere rap e eu sou mais Gadú

Ele vem de bicicleta
Eu que nunca fui atleta

[Pré-Refrão]
Sabe quando o santo bate?
A gente fica até mais tarde
Nunca foi sorte, sempre foi Deus
Meu coração agradeceu

[Refrão]
Ah, teu beijo me deixou de cara
A nossa química é rara
Nossa diferеnça é mara
Teu beijo me dеixou de cara
A nossa química é rara
Nossa diferença é mara
[Verso 3]
Quando eu te conheci
Meu pé saiu do chão
Acelerou meu coração
Nosso sorriso é a prova
Que é tão bonita essa soma

[Verso 4]
Eu sou do Nordeste, ele é do Sul
Prefere rap e eu sou mais Gadú

Ele vem de bicicleta
Eu que nunca fui atleta

[Pré-Refrão]
Sabe quando o santo bate?
A gente fica até mais tarde
Nunca foi sorte, sempre foi Deus
Meu coração agradeceu

[Refrão]
Ah, teu beijo me deixou de cara
A nossa química é rara
Nossa diferença é mara
Teu beijo me deixou de cara
A nossa química é rara
Nossa diferença é mara",Juliette - EP (2021),"Sep. 2, 2021","Pop,Forró,Em Português,MPB (Música Popular Brasileira),Brasil",Diferença Mara Juliette
1,50,Blues pra Bia,Chico Buarque,"[Letra de ""Blues pra Bia"" com Chico Buarque]

Eu fiz este blues pra Bia
Mas Bia não vem me ouvir
Não vou censurar a bela
É da natureza dela
Viver solta por aí

Compus doce melodia
Pra ela se enternecer
Rimei com melancolia
Meu dia a dia sem Bia
Mas Bia não quer saber

Vai ver que nem imagina
Que estou a me insinuar
Talvez ela dê risada
Talvez fique encabulada
Talvez queira me avisar

Que no coração de Bia
Meninos não têm lugar
Porém nada me amofina
Até posso virar menina
Pra ela me namorar",Caravanas (2017),"Aug. 25, 2017","Pop,MPB (Música Popular Brasileira),Brasil,Em Português",Blues pra Bia Chico Buarque
1,51,Cama y Mesa (Cama e Mesa),Roberto Carlos,"Quiero ser tu cancion desde principio a fin
Quiero rozarme en tus labios y ser tu carmin
Ser el jabon que te suaviza, el baño que te baña
La toalla que deslizas por tu piel mojada
Yo quiero ser tu almohada, tu edredon de seda
Besarte mientras sueñas y verte dormir
Yo quiero ser el sol que entra y da sobre tu cama
Despertarte poco a poco, hacerte sonreir
Quiero estar en el mas suave toque de tus dedos
Entrar en lo mas intimo de tus secretos
Quiero ser la cosa buena liberada o prohibida
Ser todo en tu vida

Todo lo que me quieras dar quiero que me lo des
Yo te doy todo lo que un hombre entrega a una mujer
Y mas alla de ese cariño que siempre me das
Me imagino tantas cosas quiero siempre mas
Tu eres mi dulce desayuno, mi pastel perfecto
Mi bebida preferida, el plato predilecto
Yo como y bebo de lo bueno y no tengo hora fija
De mañana, tarde o noche no hago dieta
Y ese amor que alimenta a mi fantasia
Es mi sueño, es mi fiesta, es mi alegria
La comida mas sabrosa, mi perfume, mi bebida
Es todo en mi vida
Todo hombre que sabe querer
Sabe dar y pedir a la mujer
Lo mejor, y hacer de ese amor
Lo que come, que bebe, que da, que recibe
El hombre que sabe querer y
Se apasiona por una mujer
Convierte su amor en su vida
Su comida y bebida en la justa medida
El hombre que sabe querer
Sabe dar y pedir a la mujer
Lo mejor, y hacer de ese amor
Lo que come, que bebe, que da, que recibe
Pero el hombre que sabe querer y
Se apasiona por una mujer
Convierte su amor en su vida
Su comida y bebida en la justa medida (x2)",30 Grandes Canciones (2000),2000,"Pop,MPB (Música Popular Brasileira),Brasil,En Español",Cama y Mesa (Cama e Mesa) Roberto Carlos
1,52,Meu Abrigo,Melim,"[Letra de ""Meu Abrigo"" com Melim]

[Intro]
Uh, uh, uh, uh
Uh, uh

[Verso 1]
Desejo a você
O que há de melhor
A minha companhia
Pra não se sentir só
O Sol, a Lua e o mar
Passagem pra viajar
Pra gente se perder
E se encontrar

[Pré-Refrão]
Vida boa, brisa e paz
Nossas brincadeiras ao entardecer
Rir à toa é bom demais
O meu melhor lugar sempre é você

[Refrão]
Você é a razão da minha felicidade
Não vá dizer que eu não sou sua cara-metade
Meu amor, por favor, vem viver comigo
No seu colo é o meu abrigo
[Ponte]
Uh, uh, uh, uh
Uh, uh

[Verso 2]
Quero presentear
Com flores Iemanjá

Pedir um paraíso
Pra gente se encostar
Uma viola a tocar
Melodias pra gente dançar
A benção das estrelas
A nos iluminar

[Pré-Refrão]
Vida boa, brisa e paz
Trocando olhares ao anoitecer
Rir à toa é bom demais
Olhar pro céu, sorrir e agradecer

[Refrão]
Você é a razão da minha felicidade
Não vá dizer que eu não sou sua cara-metade
Meu amor por favor, vem viver comigo
No seu colo é o meu abrigo
[Pós-Refrão]
Meu abrigo
No seu colo é o meu abrigo
O meu abrigo

[Ponte]
Uh, uh, uh, ah
Ah

[Refrão]
Você é a razão da minha felicidade
Não vá dizer que eu não sou sua cara-metade
Meu amor por favor, vem viver comigo
No seu colo é o meu abrigo

[Pós-Refrão]
Meu abrigo
No seu colo é o meu abrigo",Melim (2018),"Feb. 28, 2017","Pop,MPB (Música Popular Brasileira),Brasil,Em Português",Meu Abrigo Melim
1,53,Ouro de Tolo,Raul Seixas,"[Letra de ""Ouro de Tolo"" com Raul Seixas]

[Verso 1]
Eu devia estar contente
Porque eu tenho um emprego
Sou o dito cidadão respeitável
E ganho quatro mil cruzeiros por mês

Eu devia agradecer ao Senhor
Por ter tido sucesso na vida como artista
Eu devia estar feliz
Porque consegui comprar um Corcel 73

Eu devia estar alegre e satisfeito
Por morar em Ipanema
Depois de ter passado fome por dois anos
Aqui na Cidade Maravilhosa
Ah, eu devia estar sorrindo e orgulhoso
Por ter finalmente vencido na vida
Mas eu acho isso uma grande piada
E um tanto quanto perigosa

[Ponte]
Eu devia estar contente
Por ter conseguido tudo o que eu quis
Mas confesso abestalhado
Que eu estou decepcionado
Porque foi tão fácil conseguir
E agora eu me pergunto: ""E daí?""
Eu tenho uma porção de coisas grandes
Pra conquistar e eu não posso ficar aí parado
[Verso 2]
Eu devia estar feliz pelo Senhor
Ter me concedido o domingo
Pra ir com a família no Jardim Zoológico
Dar pipoca aos macacos
Ah, mas que sujeito chato sou eu
Que não acha nada engraçado
Macaco, praia, carro, jornal, tobogã
Eu acho tudo isso um saco
É você olhar no espelho
Se sentir um grandessíssimo idiota
Saber que é humano, ridículo, limitado
Que só usa dez por cento de sua cabeça animal
E você ainda acredita
Que é um doutor, padre ou policial
Que está contribuindo com sua parte
Para o nosso belo quadro social

[Refrão]
Eu que não me sento
No trono de um apartamento
Com a boca escancarada cheia de dentes
Esperando a morte chegar
Porque longe das cercas
Embandeiradas que separam quintais
No cume calmo do meu olho que vê
Assenta a sombra sonora de um disco voador
Ah, eu é que não me sento
No trono de um apartamento
Com a boca escancarada cheia de dentes
Esperando a morte chegar
Porque longe das cercas
Embandeiradas que separam quintais
No cume calmo do meu olho que vê
Assenta a sombra sonora de um disco voador","“Krig-ha, Bandolo!” (1973)","Jul. 21, 1973","Rock,MPB (Música Popular Brasileira),Folk Rock,Rockabilly,Seventies,Em Português,Brasil",Ouro de Tolo Raul Seixas
1,54,Baby,Os Mutantes,"[Letra de ""Baby"" por Os Mutantes]

[Estrofe 1]
Você
Precisa saber da piscina
Da margarina
Da Carolina
Da gasolina

Você
Precisa saber de mim


[Refrão 1]
Baby, baby
Eu sei que é assim
Baby, baby
Eu sei que é assim

[Estrofe 2]
Você
Precisa tomar um sorvete

Na lanchonete
Andar com gente
Me ver de perto

Ouvir
Aquela canção do Roberto

[Refrão 2]
Baby, baby

Há quanto tempo
Baby, baby
Há quanto tempo

[Estrofe 3]
Você
Precisa aprender inglês
Precisa aprender o que eu sei
E o que eu não sei mais
E o que eu não sei mais

[Estrofe 4]
Não sei
Comigo vai tudo azul
Contigo vai tudo em paz
Vivemos na melhor cidade
Da América do Sul

Da América do Sul
Você precisa
Você precisa

Não sei
Leia na minha camisa


[Refrão 3]
Baby, baby
I love you
Baby, baby
I love you

Baby, baby
I love you
Baby, baby
I love you",Os Mutantes (1968),Jun. 1968,"Pop,Psychedelic Rock,Cover,MPB (Música Popular Brasileira),Sixties,Psychedelic,Brasil,Em Português",Baby Os Mutantes
1,55,Gostava Tanto de Você,Tim Maia,"[Letra de ""Gostava Tanto de Você"" por Tim Maia]

[Verso 1]
Nem sei por que você se foi
Quantas saudades eu senti
E de tristezas vou viver
E aquele adeus não pude dar
Você marcou na minha vida
Viveu, morreu na minha história
Chego a ter medo do futuro
E da solidão que em minha porta bate

[Refrão]
E eu gostava tanto de você, gostava tanto de você

[Verso 2]
Eu corro, fujo desta sombra
Em sonho vejo este passado
E na parede do meu quarto
Ainda está o seu retrato
Não quero ver pra não lembrar
Pensei até em me mudar
Lugar qualquer que não exista
O pensamento em você

[Refrão]
E eu
Gostava tanto de você
Gostava tanto de você
[Verso 1]
Não sei porque você se foi
Quantas saudades eu senti
E de tristezas vou viver
E aquele adeus não pude dar
Você marcou em minha vida
Viveu, morreu na minha história
Chego a ter medo do futuro
E da solidão que em minha porta bate

[Refrão]
E eu gostava tanto de você, gostava tanto de você

[Verso 2]
Eu corro, fujo desta sombra
Em sonho vejo este passado
E na parede do meu quarto
Ainda está o seu retrato
Não quero ver pra não lembrar
Pensei até em me mudar
Lugar qualquer que não exista
O pensamento em você

[Refrão]
E eu
Gostava tanto de você
Gostava tanto de você
[Saída]
Eu gostava tanto de você!
Eu gostava tanto de você!
Eu gostava tanto de você!
Eu gostava tanto de você!",Tim Maia (1973) (1973),"Jan. 8, 1973","Pop,MPB (Música Popular Brasileira),Soul,Em Português,Brasil",Gostava Tanto de Você Tim Maia
1,56,À Primeira Vista,Chico César,"[Verso]
Quando não tinha nada, eu quis
Quando tudo era ausência, esperei
Quando tive frio, tremi
Quando tive coragem, liguei

Quando chegou carta, abri
Quando ouvi Prince, dancei
Quando o olho brilhou, entendi
Quando criei asas, voei

Quando me chamou, eu vim
Quando dei por mim, tava aqui
Quando lhe achei, me perdi
Quando vi você, me apaixonei

[Ponte]
Ô amarrara dzaia soiê
Dzaia dzaia
Aí iii iinga dunrã

Ô amarrara dzaia soiê
Dzaia dzaia
Aí iii iinga dunrã


[Verso]
Quando não tinha nada, eu quis
Quando tudo era ausência, esperei
Quando tive frio, tremi
Quando tive coragem, liguei
Quando chegou carta, abri
Quando ouvi Salif Keita
, dancei
Quando o olho brilhou, entendi
Quando criei asas, voei

Quando me chamou, eu vim
Quando dei por mim, tava aqui
Quando lhe achei, me perdi
Quando vi você, me apaixonei

[Ponte]
Ô amarrara dzaia soiê
Dzaia dzaia
Aí iii iinga dunrã

Ô amarrara dzaia soiê
Dzaia dzaia
Aí iii iinga dunrã


[Verso]
Quando me chamou, eu vim
Quando dei por mim, tava aqui
Quando lhe achei, me perdi
Quando vi você, me apaixonei

[Saída]
Ô amarrara dzaia soiê
Dzaia dzaia
Aí iii iinga dunrã
Ô amarrara dzaia soiê
Dzaia dzaia
Aí iii iinga dunrã
Ô amarrara dzaia soiê
Dzaia dzaia",Aos Vivos (1995),"May. 9, 1995","R&B,Pop,MPB (Música Popular Brasileira),Em Português,Brasil",À Primeira Vista Chico César
1,57,Velha Roupa Colorida,Belchior,"[Letra de ""Velha Roupa Colorida""]

[Refrão]
Você não sente nem vê, mas eu não posso deixar de dizer, meu amigo
Que uma nova mudança, em breve, vai acontecer
E o que há algum tempo era jovem e novo, hoje é antigo
E precisamos todos rejuvenescer


[Verso 1]
Nunca mais meu pai falou: ""She's leaving home""

E meteu o pé na estrada, ""Like a Rolling Stone""

Nunca mais eu convidei minha menina
Para correr no meu carro, loucura, chiclete e som
Nunca mais você saiu à rua em grupo reunido
O dedo em V, cabelo ao vento, amor e flor, quêde o cartaz?


[Ponte]
No presente a mente, o corpo é diferente
E o passado é uma roupa que não nos serve mais
No presente a mente, o corpo é diferente
E o passado é uma roupa que não nos serve mais


[Refrão]
Você não sente nem vê, mas eu não posso deixar de dizer, meu amigo
Que uma nova mudança, em breve, vai acontecer
E o que há algum tempo era jovem e novo, hoje é antigo
E precisamos todos rejuvenescer

[Verso 2]
Como Poe, poeta louco americano

Eu pergunto ao passarinho: ""Blackbird, assum preto, o que se faz?""

Raven never raven never raven never raven never raven

Assum preto, pássaro preto, blackbird, me responde, ""Tudo já ficou atrás""

Raven never raven never raven never raven

Blackbird, assum preto, pássaro preto, me responde,
 ""O passado nunca mais""


[Refrão]
Você não sente nem vê, mas eu não posso deixar de dizer, meu amigo
Que uma nova mudança, em breve, vai acontecer
E o que há algum tempo era jovem e novo, hoje é antigo
E precisamos todos rejuvenescer


[Saída]
E precisamos todos rejuvenescer
E precisamos todos rejuvenescer",Alucinação (1976),"May. 10, 1976","Rock,MPB (Música Popular Brasileira),Em Português,Brasil",Velha Roupa Colorida Belchior
1,58,Metamorfose Ambulante,Raul Seixas,"[Letra de “Metamorfose Ambulante”]

[Intro]
Ah, ah, ah

[Verso 1]
Prefiro ser essa metamorfose ambulante
Eu prefiro ser essa metamorfose ambulante
Do que ter aquela velha opinião formada sobre tudo
Do que ter aquela velha opinião formada sobre tudo

Eu quero dizer agora o oposto do que eu disse antes
Eu prefiro ser essa metamorfose ambulante
Do que ter aquela velha opinião formada sobre tudo
Do que ter aquela velha opinião formada sobre tudo

[Refrão]
Sobre o que é o amor
Sobre o que eu nem sei quem sou

Se hoje eu sou estrela, amanhã já se apagou

Se hoje eu te odeio, amanhã lhe tenho amor
Lhe tenho amor, lhe tenho horror
Lhe faço amor, eu sou um ator

[Verso 2]
É chato chegar a um objetivo num instante
Eu quero viver nessa metamorfose ambulante
Do que ter aquela velha opinião formada sobre tudo
Do que ter aquela velha opinião formada sobre tudo
[Refrão]
Sobre o que é o amor
Sobre o que eu nem sei quem sou

Se hoje eu sou estrela, amanhã já se apagou

Se hoje eu te odeio, amanhã lhe tenho amor
Lhe tenho amor, lhe tenho horror
Lhe faço amor, eu sou um ator

[Verso 3]
Eu vou desdizer aquilo tudo que eu lhe disse antes
Eu prefiro ser essa metamorfose ambulante
Do que ter aquela velha opinião formada sobre tudo
Do que ter aquela velha opinião formada sobre tudo

[Saída]
Do que ter aquela velha opinião formada sobre tudo
Do que ter aquela velha velha velha velha opinião formada sobre tudo
Do que ter aquela velha opinião formada sobre tudo
Do que ter aquela velha opinião formada sobre tudo
Do que ter aquela velha velha velha velha opinião formada sobre tudo
Do que ter aquela velha opinião formada sobre tudo","“Krig-ha, Bandolo!” (1973)","Jul. 21, 1973","Rock,Pop,MPB (Música Popular Brasileira),Folk Rock,Rockabilly,Seventies,Em Português,Brasil",Metamorfose Ambulante Raul Seixas
1,59,Preta Pretinha,Novos Baianos,"[Letra de ""Preta Pretinha""]

[Estrofe 1]
Enquanto eu corria, assim eu ia
Lhe chamar
Enquanto corria a barca
Lhe chamar
Enquanto corria a barca
Lhe chamar
Enquanto corria a barca


[Estrofe 2]
Por minha cabeça não passava
Só, somente, só
Assim vou lhe chamar
Assim você vai ser
Só, só, somente, só
Assim vou lhe chamar
Assim você vai ser
Só, somente, só
Assim vou lhe chamar
Assim você vai ser

[Pré-refrão]
La-iá-ra-rá, la-ra-ra-ra-ra-ra
[Refrão]
Preta, preta, pretinha
Preta, preta, pretinha
Preta, preta, pretinha
Preta, preta, pretinha

[Solo de Craviola]

[Estrofe 1]
Enquanto eu corria, assim eu ia
Lhe chamar
Enquanto corria a barca
Lhe chamar
Enquanto corria a barca
Lhe chamar
Enquanto corria a barca

[Estrofe 2]
Por minha cabeça não passava
Só, somente, só
Assim vou lhe chamar
Assim você vai ser
Só, só, somente, só
Assim vou lhe chamar
Assim você vai ser
Só, só, somente, só
Assim vou lhe chamar
Assim você vai ser
[Pré-refrão]
La-iá-ra-rá, la-ra-ra-ra-ra-ra

[Refrão]
Preta, preta, pretinha
Preta, preta, pretinha
Preta, preta, pretinha
Preta, preta, pretinha

[Estrofe 1]
Enquanto eu corria, assim eu ia
Lhe chamar
Enquanto corria a barca
Lhe chamar
Enquanto corria a barca
Lhe chamar
Enquanto corria a barca

[Estrofe 2]
Por minha cabeça não passava
Só, somente, só
Assim vou lhe chamar
Assim você vai ser
Só, só, somente, só
Assim vou lhe chamar
Assim você vai ser
Só, somente, só
Assim vou lhe chamar
Assim você vai ser
Só, só, somente, só
Assim vou lhe chamar
Assim você vai ser
[Estrofe 3]
Eu ia lhe chamar (enquanto corria a barca)
Eu ia lhe chamar (enquanto corria a barca)
Lhe chamar (enquanto corria a barca)
Eu ia lhe chamar (enquanto corria a barca)
Eu ia lhe chamar (enquanto corria a barca)
Lhe chamar (enquanto corria a barca)

[Gancho]
Abre a porta e a janela
E vem ver o sol nascer
Abre a porta e a janela
E vem ver o sol nascer
Abre a porta e a janela
E vem ver o sol nascer
Abre a porta e a janela
E vem ver o sol nascer
Abre a porta e a janela
E vem ver o sol nascer
Abre a porta e a janela
E vem ver o sol nascer

[Estrofe 4]
Eu sou um pássaro
Que vivo avoando
Vivo avoando
Sem nunca mais parar
Ai, ai, ai, ai, saudade
Não venha me matar
Ai, ai, ai, ai, saudade
Não venha me matar
Ai, ai, saudade
Não venha me matar
Ai, ai, ai, ai, saudade
Não venha me matar

[Saída]
Lhe chamar
Lhe chamar
Eu ia lhe chamar
Eu ia lhe chamar
Lhe chamar (lhe chamar), lhe chamar (lhe chamar), lhe chamar (lhe chamar), lhe chamar (lhe chamar), lhe chamar (lhe chamar), lhe chamar (lhe chamar), lhe chamar (lhe chamar), lhe chamar (lhe chamar), lhe chamar
Enquanto corria a barca
Eu ia lhe chamar
Enquanto corria a barca
Eu ia lhe chamar
Enquanto corria a barca
Lhe chamar, lhe chamar, lhe chamar, lhe chamar, lhe chamar Enquanto corria a barca
Eu ia lhe...",Acabou Chorare (1972),1972,"Pop,Samba,MPB (Música Popular Brasileira),Em Português,Brasil",Preta Pretinha Novos Baianos
