pagina,indice_musica,titulo_musica,nome_artista,letra,album,data_lancamento,tags,identificador
1,190,Pardo,Céu,"[Letra de ""Pardo"" com Céu]

[Verso 1]
Nêgo
Teu rosa é mais rosa que o rosa da mais rosa rosa
Veio um beijo preto
Sangue sob a pétala
Veio um papo reto
Língua sobre a úvula

[Verso 2]
Nêgo
Nenhum Orixá poderá desmanchar o que houve lá
Pra que me quereres?
Homens e mulheres há
Por que tanto queres
Não me querer, querer

[Refrão]
Sou pardo e não tardo a sentir me crescer o pretume
Sou pardo e me ardo de amores por ti sem ciúme
Sou pardo e não tardo a sentir me crescer o pretume
Sou pardo e me ardo de amores por ti sem ciúme de amores
Nêgo

[Verso 1]
Nêgo
Teu rosa é mais rosa que o rosa da mais rosa rosa
Veio um beijo preto
Sangue sob a pétala
Veio um papo reto
Língua sobre a úvula
[Verso 2]
Nêgo
Nenhum Orixá poderá desmanchar o que houve lá
Pra que me quereres?
Homens e mulheres há
Por que tanto queres
Não me querer, querer

[Refrão]
Sou pardo e não tardo a sentir me crescer o pretume
Sou pardo e me ardo de amores por ti sem ciúme
Sou pardo e não tardo a sentir me crescer o pretume
Sou pardo e me ardo de amores por ti sem ciúme de amores
Nêgo

[Verso 2]
Nenhum Orixá poderá desmanchar o que houve lá
Pra que me quereres?
Homens e mulheres há
Por que tanto queres
Não me querer, querer

[Refrão]
Sou pardo e não tardo a sentir me crescer o pretume
Sou pardo e me ardo de amores por ti sem ciúme
Sou pardo e não tardo a sentir me crescer o pretume
Sou pardo e me ardo de amores por ti sem ciúme de amores
Nêgo",APKÁ! (2019),"Sep. 13, 2019","Pop,MPB (Música Popular Brasileira),Brasil,Em Português",Pardo Céu
1,191,Não Leve Flores,Belchior,"[Letra de ""Não Leve Flores""]

[Refrão]
Não cante vitória muito cedo, não
Nem leve flores para a cova do inimigo
Que as lágrimas do jovem são fortes como um segredo
Podem fazer renascer um mal antigo
Não cante vitória muito cedo, não
Nem leve flores para a cova do inimigo
Que as lágrimas do jovem são fortes como um segredo
Podem fazer renascer um mal antigo, sim, o sim

[Verso]
Tudo poderia ter mudado, sim
Pelo trabalho que fizemos, tu e eu
Mas o dinheiro é cruel e um vento forte levou os amigos
Para longe das conversas, dos cafés e dos abrigos
E nossa esperança de jovens não aconteceu
E nossa esperança de jovens não aconteceu, não, não
Palavra e som são meus caminhos pra ser livre e eu sigo, sim
Faço o destino com o suor de minha mão

Bebi, conversei com os amigos ao redor de minha mesa
E não deixei meu cigarro se apagar pela tristeza
Sempre é dia de ironia no meu coração
Sempre é dia de ironia no meu coração
Tenho falado à minha garota, meu bem
Difícil é saber o que acontecerá
Mas eu agradeço ao tempo, o inimigo eu já conheço
Sei seu nome, sei seu rosto, residência e endereço
A voz resiste, a fala insiste, você me ouvirá
A voz resiste, a fala insiste, quem viver verá
[Refrão]
Não cante vitória muito cedo, não
Nem leve flores para a cova do inimigo
Que as lágrimas do jovem são fortes como um segredo
Podem fazer renascer um mal antigo
Não cante vitória muito cedo, não
Nem leve flores para a cova do inimigo
Que as lágrimas do jovem são fortes como um segredo
Podem fazer renascer um mal antigo, sim, o sim",Alucinação (1976),"May. 10, 1976","Rock,MPB (Música Popular Brasileira),Brasil,Em Português",Não Leve Flores Belchior
1,192,Feijoada Completa,Chico Buarque,"[Letra de ""Feijoada Completa"" com Chico Buarque]

[Verso 1]
Mulher, você vai gostar
Tô levando uns amigos pra conversar
Eles vão com uma fome que nem me contem
Eles vão com uma sede de anteontem
Salta cerveja estupidamente gelada pr'um batalhão
E vamos botar água no feijão

[Verso 2]
Mulher, não vá se afobar
Não tem que pôr a mesa, nem dar lugar
Ponha os pratos no chão e o chão tá posto
E prepare as linguiças pro tiragosto
Uca, açúcar, cumbuca de gelo, limão
E vamos botar água no feijão

[Verso 3]
Mulher, você vai fritar
Um montão de torresmo pra acompanhar
Arroz branco, farofa e a malagueta
A laranja-bahia ou da seleta
Joga o paio, carne seca, toucinho no caldeirão
E vamos botar água no feijão
[Verso 4]
Mulher, depois de salgar
Faça um bom refogado, que é pra engrossar
Aproveite a gordura da frigideira
Pra melhor temperar a couve mineira
Diz que tá dura
, pendura a fatura no nosso irmão
E vamos botar água no feijão",Chico Buarque (1978) (1978),1978,"Pop,Brasil,MPB (Música Popular Brasileira),Samba,Em Português",Feijoada Completa Chico Buarque
1,193,Leve,Mahmundi,"[Chorus 3x]
Seus olhos riam pra mim
Seus olhos riam pra me mostrar
A sua beleza
E assim me encantar


Desejo que não vivi
Desejo antigo de te encontrar
E que toca a pele
E que aos ouvidos mostra


[Refrão]
Leve
Me leve
Eu ficarei mais leve
Eu ficarei mais leve

Leve, leve
Eu ficarei mais leve",Mahmundi (2016),"Sep. 30, 2013","Pop,MPB (Música Popular Brasileira),Indie Pop,Em Português,Brasil",Leve Mahmundi
1,194,Absurdo 6,"Rodrigo Campos, Juçara Marçal & Gui Amabis","Quase acreditei
Até pensei
Que só seria
Minha, mas
Não foi
Foi minha maravilha

Eu, você só tinha gente chata
Só fumaça e violência
Só noiado e tiazinha

Não xinguei nem lavei o defunto
Não calei nem puxei mais assunto
Só quadrado o chão, telhado
Um só mané

Quase desce suor de um corpo
Atrás de um acochado, uma voz
Silêncio em coro
Somos nós

Eu tentei avisar meus irmãos
Nem tentei jogar meu destino com a palma mão
Peguei foi bom
Calei então mané
O último caroço desse fruto
Um peito, um puto dum prazer
De conhecer o poço oculto

Eu tentei avisar meus irmãos
Nem tentei jogar meu destino com a palma mão
Peguei foi bom
Calei então mané",Sambas do Absurdo (2017),"Apr. 28, 2017","Pop,MPB (Música Popular Brasileira),Em Português,Brasil,Samba","Absurdo 6 Rodrigo Campos, Juçara Marçal & Gui Amabis"
1,195,À Primeira Vista,Daniela Mercury,"[Intro]
Dzaia dzaia

[Verso 1]
Quando não tinha nada, eu quis
Quando tudo era ausência, esperei
Quando tive frio, tremi
Quando tive coragem, liguei

[Verso 2]
Quando chegou carta, abri
Quando ouvi Prince, dancei
Quando o olho brilhou, entendi
Quando criei asas, voei

[Verso 3]
Quando me chamou, eu vim
Quando dei por mim, tava aqui
Quando lhe achei, me perdi
Quando vi você, me apaixonei

[Verso 1]
Quando não tinha nada, eu quis
Quando tudo era ausência, esperei
Quando tive frio, tremi
Quando tive coragem, liguei
[Verso 4]
Quando chegou carta, abri
Quando ouvi Salif Keita, dancei

Quando o olho brilhou, entendi
Quando criei asas, voei

[Verso 3]
Quando me chamou, eu vim
Quando dei por mim, tava aqui
Quando lhe achei, me perdi
Quando vi você, me apaixonei

[Refrão]
Ô amarrara dzaia soiê
Dzaia dzaia
Aí iii iinga dunrã

[Verso 1]
Quando não tinha nada, eu quis
Quando tudo era ausência, esperei
Quando tive frio, tremi
Quando tive coragem, liguei

[Verso 2]
Quando chegou carta, abri
Quando ouvi Prince, dancei
Quando o olho brilhou, entendi
Quando criei asas, voei
[Verso 3]
Quando me chamou, eu vim
Quando dei por mim, tava aqui
Quando lhe achei, me perdi
Quando vi você, me apaixonei

[Refrão]
Ô amarrara dzaia soiê
Dzaia dzaia
Aí iii iinga dunrã
Ô amarrara dzaia soiê
Dzaia dzaia
Aí iii iinga dunrã
Ô amarrara dzaia soiê
Dzaia dzaia
Aí iii iinga dunrã
Ô amarrara dzaia soiê
Dzaia dzaia
Aí iii iinga

[Saída]
Dzaia dzaia dzaia",Feijão com Arroz (1996),"Sep. 13, 1996","Pop,MPB (Música Popular Brasileira),Axé,Brasil,Em Português",À Primeira Vista Daniela Mercury
1,196,​perfeita,GIULIA BE,"[Letra de ""perfeita"" de GIULIA BE]

[Verso 1]
Cansei de tentar ser perfeita
Para todo mundo o tempo todo
Uma hora a conta chega
O universo em chamas e eu deitada
Na minha cama de pijama
Evitando obrigações
Procurando distrações

[Pré-Refrão]
Em um mundo de opções
Múltiplas em plataformas diferentes
Que consomem a minha mente
E, sinceramente, eu não aguento mais

[Refrão]
Uh
Se eu pudesse, eu vivia em câmera lenta (Em câmera lenta)
Ou voltava no tempo pros anos novеnta
Conversava com aquela criança que еu era
E diria:
Aproveita
E nunca esqueça que você nasceu perfeita
A-aproveita
E nunca esqueça que você nasceu perfeita
Você nasceu perfeita
[Verso 2]
Foram tantas noites escondendo
Na minha garganta esse sentimento
De 'tar devendo alguma coisa
Nunca me sentir boa o suficiente
Sempre evitando tentações

[Pré-Refrão]
Nesse mundo de opções
Múltiplas em plataformas diferentes
Que consomem a minha mente
E, sinceramente, eu não aguento mais

[Refrão]
Uh
Se eu pudesse, eu vivia em câmera lenta
Ou voltava no tempo pros anos noventa
Conversava com aquela criança que eu era
E diria:
Aproveita
E nunca esqueça que você nasceu perfeita
A-a-a-aproveita
E nunca esqueça que você nasceu perfeita
Você nasceu perfeita

[Saída]
Uh
Se eu pudesse, eu vivia em câmera lenta",DISCO VOADOR [DELUXE] (2023),"Jun. 21, 2023","R&B,Pop,Latin Music,Singer-Songwriter,Em Português,MPB (Música Popular Brasileira),Brasil",​perfeita GIULIA BE
1,197,Tempo no Tempo (Once Was a Time I Thought),Os Mutantes,"Aleluia Aleluia
Eu quero estar com meu Senhor

Há sempre um tempo no tempo em que o corpo do homem apodrece
E sua alma cansada, penada, se afunda no chão
E o bruxo do luxo baixado o capucho chorando num nicho capacho do lixo
Caprichos não mais voltarão
Já houve um tempo em que o tempo parou de passar
E um tal de homo sapiens não soube disso aproveitar
Chorando, sorrindo, falando em calar
Pensando em pensar quando o tempo parar de passar

Há sempre um tempo no tempo em que o corpo do homem apodrece
E sua alma cansada, penada, se afunda no chão
E o bruxo do luxo baixado o capucho chorando num nicho capacho do lixo
Caprichos não mais voltarão
Mas se entre lágrimas você se achar e pensar que está a chorar
Este era o tempo em que o tempo é",Os Mutantes (1968),Jun. 1968,"Pop,Sunshine Pop,Art Pop,MPB (Música Popular Brasileira),Cover,Sixties,Brasil,Psychedelic,Em Português",Tempo no Tempo (Once Was a Time I Thought) Os Mutantes
1,198,Casa Pronta,Mallu Magalhães,"[Letra de ""Casa Pronta"" com Mallu Magalhães]

[Verso 1]
Vem pra perto de mim
Já cansei de esperar
Você nem vai acreditar
Quando vir a nossa casa pronta
As flores na sala de estar
E os detalhes que você gosta
Eu fiz um quarto pra você
Decorei até a sua porta

[Refrão]
Você que vai, você que vem
Você que quer e tem
Quiçá virá, será, se pá
Quer ver onde vai dar
Se sim disser, se a mim quiser
Já viu, já é, já deu
E eu vou torcer pra ser você e eu

[Verso 2]
Belo dia será
Quando você chegar
Um travesseiro, um cobertor
E o carinho que dá e sobra
Comprei até ventilador
E arrumei o seu guarda-roupa
Você nem sabe quando vem
E já tem amor pra vida toda
[Refrão]
Você que vai, você que vem
Você que quer e tem
Quiçá virá, será, se pá
Quer ver onde vai dar
Se sim disser, se a mim quiser
Já viu, já é, já deu
E eu vou torcer pra ser você e eu

[Solo Instrumental]

[Refrão]
Você que vai, você que vem
Você que quer e tem
Quiçá virá, será, se pá
Quer ver onde vai dar
Se sim disser, se a mim quiser
Já viu, já é, já deu
Eu vou torcer pra ser você e eu

[Saída]
Você que vai, você que vem
Você que quer, você que tem
Eu vou torcer pra ser você e eu
Você que vai, você que vem
Você que quer, você que tem
Eu vou torcer pra ser você e eu
Eu vou torcer pra ser você e eu
Eu vou torcer pra ser você e eu",Vem (2017),"Aug. 1, 2016","Pop,MPB (Música Popular Brasileira),Lullaby,Em Português,Brasil",Casa Pronta Mallu Magalhães
1,199,Me Toca,Marina Sena,"[Letra de ""Me Toca"" com Marina Sena]

[Verso 1]
Eu descobri tudo quanto não presta
Quando eu te vi, não olhei pra mais nada
Você pra mim é coisa de novela
Tudo pra mim te trazer pra minha casa
Eu descobri tudo quanto não presta
Quando eu te vi não olhei pra mais nada
Você pra mim é coisa de novela
Tudo pra mim te trazer pra minha casa

[Verso 2]
Luta por mim que eu tô dentro, eu tô nessa
Você aí, eu aqui, não tem graça
Vem me engolir, passear na minha cama
Finge que finge, que ama, mas ama
Luta por mim que eu tô dentro, eu tô nessa
Você aí, eu aqui, não tem graça
Vem me engolir, passear na minha cama
Finge que finge, que ama, mas ama

[Refrão]
Me toca, me toca, pra ver se toca
Me toca, não me provoca
Se joga que eu tô na sua
Me toca, me toca, pra ver se toca
Me toca, não me provoca
Se joga que eu tô na sua
Me toca, me toca, pra ver se toca
Me toca, não me provoca
Se joga que eu tô na sua
Me toca, me toca, pra ver se toca
Me toca, não me provoca
Se joga que eu tô na sua
[Verso 1]
Eu descobri tudo quanto não presta
Quando eu te vi, não olhei pra mais nada
Você pra mim é coisa de novela
Tudo pra mim te trazer pra minha casa
Eu descobri tudo quanto não presta
Quando eu te vi, não olhei pra mais nada
Você pra mim é coisa de novela
Tudo pra mim te trazer pra minha casa

[Verso 2]
Luta por mim que eu tô dentro, eu tô nessa
Você aí, eu aqui, não tem graça
Vem me engolir, passear na minha cama
Finge que finge, que ama, mas ama
Luta por mim que eu tô dentro, eu tô nessa
Você aí, eu aqui, não tem graça
Vem me engolir, passear na minha cama
Finge que finge, que ama, mas ama

[Refrão]
Me toca, me toca, pra ver se toca
Me toca, não me provoca
Se joga que eu tô na sua
Me toca, me toca, pra ver se toca
Me toca, não me provoca
Se joga que eu tô na sua
Me toca, me toca, pra ver se toca
Me toca, não me provoca
Se joga que eu tô na sua
Me toca, me toca, pra ver se toca
Me toca, não me provoca
Se joga que eu tô na sua
[Saída]
Eu descobri tudo quanto não presta
Quando eu te vi, não olhei pra mais nada
Você pra mim é coisa de novela
Tudo pra mim te trazer pra minha casa",De Primeira (2021),"Jan. 14, 2021","Pop,Brasil,MPB (Música Popular Brasileira),Em Português",Me Toca Marina Sena
1,200,Samba e Amor,Chico Buarque,"Eu faço samba e amor até mais tarde
E tenho muito sono de manhã
Escuto a correria da cidade, que arde
E apressa o dia de amanhã

De madrugada a gente inda se ama
E a fábrica começa a buzinar
O trânsito contorna a nossa cama, reclama
Do nosso eterno espreguiçar

No colo da bem-vinda companheira
No corpo do bendito violão
Eu faço samba e amor a noite inteira
Não tenho a quem prestar satisfação

Eu faço samba e amor até mais tarde
E tenho muito mais o que fazer
Escuto a correria da cidade, que alarde
Será que é tão difícil amanhecer?

Não sei se preguiçoso ou se covarde
Debaixo do meu cobertor de lã
Eu faço samba e amor até mais tarde
E tenho muito sono de manhã","Chico Buarque de Hollanda, Volume 4 (1970)",1969,"Pop,MPB (Música Popular Brasileira),Brasil,Em Português",Samba e Amor Chico Buarque
1,201,Trem Fantasma,Os Mutantes,"Quatrocentos cruzeiros
Velhos compram com medo
Das mãos do bilheteiro
As entradas do trem fantasma
Ele e a namorada
Ele não pensa em nada
Ela fica assustada

Quatrocentos cruzeiros
De força arrastam
O rapaz e a moça para
O lugar em cinemascope brilhante
A montanha gigante
De generais verdejantes
E aparece distante
O trem no espelho brilhante
Desde o primeiro beijo
Arrebenta o espelho

Quatrocentos cruzeiros
Quatrocentos morcegos de força
O beijo, o rapaz e a moça
O trem dentro d'água
A piscina parada
Ela não pensa em nada
Ele pensa e não diz
Onde tem muita água tudo é feliz
O primeiro beijo
Quatrocentos cruzeiros
Zé quarenta HP's de emoção
O Zé do Caixão
Traz os bichos da criação
Até o portão e
Terminou a sessão

Quatrocentos cruzeiros
Velhos compram com medo
Ele e a namorada
Ela não pensa em nada
Ele pensa em segredo
Ele pensa em segredo
Ele pensa em segredo
Ele pensa em segredo
Ele pensa em segredo",Os Mutantes (1968),Jun. 1968,"Pop,Psychedelic Rock,Art Pop,MPB (Música Popular Brasileira),Sixties,Psychedelic,Em Português,Brasil",Trem Fantasma Os Mutantes
1,202,Um Amor Puro,Djavan,"[Letra de ""Um Amor Puro"" com Djavan]

[Verso 1]
O que há dentro do meu coração
Eu tenho guardado pra te dar
E todas as horas que o tempo tem pra me conceder
São tuas até morrer

[Verso 2]
E a tua história eu não sei
Mas me diga só o que for bom
Um amor tão puro que ainda nem sabe a força que tem
É teu e de mais ninguém

[Refrão]
Te adoro em tudo, tudo, tudo
Quero mais que tudo, tudo, tudo
Te amar sem limites
Viver uma grande história
Te adoro em tudo, tudo, tudo
Quero mais que tudo, tudo, tudo
Te amar sem limites
Viver uma grande história

[Verso 3]
Aqui ou noutro lugar
Que pode ser feio ou bonito
Se nós estivermos juntos
Haverá um céu azul
[Verso 4]
Um amor puro
Não sabe a força que tem
Meu amor, eu juro
Ser teu e de mais ninguém
Um amor puro

[Verso 1]
O que há dentro do meu coração
Eu tenho guardado pra te dar
E todas as horas que o tempo tem pra me conceder
São tuas até morrer

[Verso 2]
E a tua história eu não sei
Mas me diga só o que for bom
Um amor tão puro que ainda nem sabe a força que tem
É teu e de mais ninguém

[Refrão]
Te adoro em tudo, tudo, tudo
Quero mais que tudo, tudo, tudo
Te amar sem limites
Viver uma grande história
Te adoro em tudo, tudo, tudo
Quero mais que tudo, tudo, tudo, tudo
Te amar sem limites
Viver uma grande história
Te adoro em tudo, tudo, tudo
Quero mais que tudo
Te amar sem limites
Viver uma grande história
Te amar sem limites
Viver uma grande história
Te adoro em tudo, tudo, tudo
Quero mais que tudo, tudo, tudo
Te amar sem limites
Viver uma grande história
Te adoro em tudo, tudo, tudo
Quero mais que tudo, tudo, tudo","Djavan Ao Vivo, Vol. 2 (1999)","Nov. 23, 1999","Pop,MPB (Música Popular Brasileira),Brasil,Em Português",Um Amor Puro Djavan
1,203,Ocitocina (Charged),Céu,"[Letra de ""Ocitocina (Charged)"" com Céu]

[Verso 1]
Um passeio na livre dimensão
Desgeografada de demarcação
Continentada em minhas regras
Meu corpo meu rolê
Fui numa andada a procura de ti

[Verso 2]
Rio de dentro, mar de fora
Pisando em mata alta, pororoca
Minha tela não se desfaleceria
Sem chance alguma de morrer a bateria

[Refrão]
Porque eu estava charged (charged)
Carregada
Totalmente carregada
Eu tava charged (charged)
Totalmente carregada (charged)

[Ponte]
Atravessei a clareira
Dormi com a serpente
O sono das corujas
Bebi d'água nascente
Não me lembro de medo
Do renascer poente
Que tava a minha espera
Ao encontro do meu presente
Você
Oh, oh você
Oh, oh você
[Verso 1]
Um passeio na livre dimensão
Desgeografada de demarcação
Continentada em minhas regras
Meu corpo meu rolê
Fui numa andada a procura de ti

[Verso 2]
Rio de dentro, mar de fora
Pisando em mata alta, pororoca
Minha tela não se desfaleceria
Sem chance alguma de morrer a bateria

[Refrão]
Porque eu estava charged (charged)
Carregada
Totalmente carregada
Eu tava (charged)
Totalmente carregada (charged)
Eu tava (charged)

[Ponte]
Atravessei a clareira
Dormi com a serpente
O sono das corujas
Bebi d'água nascente
Não me lembro de medo
Do renascer poente
Que tava a minha espera
Ao encontro do meu presente
Você
Oh, oh você
Oh, oh você",APKÁ! (2019),"Sep. 13, 2019","Pop,Em Português,MPB (Música Popular Brasileira),Brasil",Ocitocina (Charged) Céu
1,204,Ave Gengis Khan,Os Mutantes,"Ave Gengis Khan
Ave Gengis Khan

Pápárapárátchorárá
Pápárapárátchorárá
Pápárapárátchorárá

[vozes invertidas]

Ave Gengis Khan
Ave Gengis Khan",Os Mutantes (1968),Jun. 1968,"Rock,Surf Rock,Sound Collage,Psychedelic Rock,MPB (Música Popular Brasileira),Sixties,Experimental Rock,Brasil,Psychedelic",Ave Gengis Khan Os Mutantes
1,205,Partilhar,Rubel & ANAVITÓRIA,"[Letra de ""Partilhar"" com Rubel & ANAVITÓRIA]

[Verso 1: Ana | Rubel]
Se for preciso, eu pego um barco, eu remo
Por seis meses, como peixe, pra te ver
'Tão pra inventar um mar grande o bastante
Que me assuste e que eu desista de você
Se for preciso, eu crio alguma máquina
Mais rápida que a dúvida, mais súbita que a lágrima
Viajo a toda força e, num instante de saudade e dor
Eu chego pra dizer que eu vim te ver

[Refrão: Rubel & ANAVITÓRIA]
Eu quero partilhar
Eu quero partilhar
A vida boa com você
Eu quero partilhar
Eu quero partilhar
A vida boa com você

[Verso 2: Vitória | Rubel]
Que amor tão grande
Tem que ser vivido a todo instante
E a cada hora que eu tô longe é um desperdício
Eu só tenho 80 anos pela frente
Por favor, me dê uma chance de viver
Que amor tão grande
Tem que ser vivido a todo instante
E a cada hora que eu tô longe é um desperdício
Eu só tenho 80 anos pela frente
Por favor, me dá uma chance de viver
[Refrão: Rubel & ANAVITÓRIA]
Eu quero partilhar
Eu quero partilhar
A vida boa com você
Eu quero partilhar
Eu quero partilhar
A vida boa com você

[Verso 3: Ana | Rubel | Vitória | Anavitória]
Se for preciso, eu giro a Terra inteira
Até que o tempo se esqueça de ir pra frente e volte atrás
Milhões de anos, quando todos continentes se encontravam
Pra que eu possa caminhar até você
E eu sei, mulher, não se vive só de peixe, nem se volta no passado
As minhas palavras valem pouco e as juras não te dizem nada
Mas se existe alguém que pode resgatar sua fé no mundo, existe nós
Também perdi o meu rumo, até o meu canto ficou mudo
E eu desconfio que esse mundo já não seja tudo aquilo
Mas não importa, a gente inventa a nossa vida
E a vida é boa com você

[Refrão: Rubel & ANAVITÓRIA]
Eu quero partilhar
Eu quero partilhar
A vida boa com você
Eu quero partilhar
Eu quero partilhar
A vida boa com você
[Pós-Refrão: ANAVITÓRIA]
Não tem, pra trás, nada
Tudo que ficou tá aqui

[Refrão: Rubel & ANAVITÓRIA | ANAVITÓRIA]
Eu quero partilhar
Eu quero partilhar
A vida boa com você
Eu quero partilhar
Eu quero partilhar
A vida boa com você
Eu quero partilhar
Eu quero partilhar
A vida boa com você
Eu quero partilhar
Eu quero partilhar
A vida boa com você
Eu quero partilhar
Eu quero partilhar
A vida boa com você
Eu quero partilhar
Eu quero partilhar
A vida boa com você
Eu quero partilhar
Eu quero partilhar
A vida boa com você",,"Nov. 11, 2019","Pop,Remix,Brasil,Em Português,MPB (Música Popular Brasileira),Folk",Partilhar Rubel & ANAVITÓRIA
1,206,Que Pena (Ele Já Não Gosta Mais de Mim),Gal Costa,"[Refrão: Gal Costa, Caetano Veloso & ambos]
Ele já não gosta mais de mim
Mas eu gosto dele mesmo assim
Que pena, que pena
Ela já não é mais a minha pequena
Que pena, que pena

[Estrofe 1: Gal Costa & Caetano Veloso]
Pois não é fácil recuperar
Um grande amor perdido
Pois ela era uma rosa
Ele era uma rosa
As outras eram manjericão
Os outros eram manjericão
Ela era uma rosa
Ele era uma rosa
Que mandava no meu coração
Coração, coração

[Refrão: Gal Costa, Caetano Veloso & ambos]
Ele já não gosta mais de mim
Mas eu gosto dele mesmo assim
Que pena, que pena
Ela já não é mais a minha pequena
Que pena, que pena
[Estrofe 2: Gal Costa & ambos]
Mas eu não vou chorar
Eu vou é cantar
Pois a vida continua
Pois a vida continua
E eu não vou ficar sozinho no meio da rua
No meio da rua
Esperando que alguém me dê a mão
Me dê a mão, a mão

[Refrão: Gal Costa, Caetano Veloso & ambos]
Ele/ela já não gosta mais de mim
Mas eu gosto dele/dela mesmo assim
Que pena, que pena
Ela já não é mais a minha pequena
Que pena, que pena
Que pena, que pena

[Outro: Gal Costa]
Que pena, que pena
Ela já não é mais a minha pequena
Que pena, que pena
Ela já não é mais a minha pequena
Ah, que pena, que pena
Ela já não é mais a minha pequena
Ah, que pena, que pena",Gal Costa (1969),1969,"Pop,Brasil,MPB (Música Popular Brasileira),Em Português",Que Pena (Ele Já Não Gosta Mais de Mim) Gal Costa
1,207,Clau,Liniker,"[Letra de ""Clau"" com Liniker]

[Verso 1]
Clau, eu preciso dizer pra você
Que você tem que maneirar
De comer as coisas da sua mãe
Tem ração na sala de jantar
Eu sei que você quer me dizer
Tudo o que você pensa de mim
Quando chego posso perceber
Que você cresceu mais de um tiquim, dentro de mim
Do tamanho das nuvens, que em inglês
Quer dizer cloud, cloud, cloud, cloud, cloud
Woah, oh, oh, oh
Woah, oh, oh, oh, oh, oh

[Verso 2]
Você diz em au-au, que me ama (Ama)
Me espera quando não tô na cama (Cama)
Zela mеu sono, me acorda do sonho mau
E deita pra ver, a canção quе eu te fiz
Nunca tinha escrito pra você
Mas assim eu começo a pensar
Que você não é só um cão

[Refrão]
É uma coisa linda de se admirar
Do tamanho da tua mãe, do tamanho do jantar
Eu não sei mais o que te falar
Sai da piscina, sai já daí
Passa pra dentro do meu coração
Me ensina um monte de coisa, um montão
Parece que você me sente, parece que é filha
Que nasceu de um au-au (Woo!)
[Refrão]
Uma coisa linda de se admirar
Do tamanho da sua mãe, do tamanho do jantar
Eu não sei mais o que te falar
Sai da piscina, sai já daí
Passa pra dentro do meu coração
Me ensina um monte de coisa, um montão
Parece que você me sente, parece que é filha
Que nasceu de um
Au-au, au-au, au-au, au-au, ah
Au-au, au-au, au-au, ah
Au-au, au-au, au-au, ah
Au-au, au-au, au-au, au-au, au-au
Au-au, au-au, au-au, au-au, au-au, ah
Au-au, au-au, au-au, ah
Au-au, au-au, au-au, au-au, au-au, ah

[Saída]
O seu nome podia ser Teresa
Mas eu decidi te chamar de Clau",Indigo Borboleta Anil (2021),"Sep. 9, 2021","Pop,Brasil,Em Português,MPB (Música Popular Brasileira)",Clau Liniker
1,208,Ao que vai nascer,Milton Nascimento,"[Verse 1]
Memória de tanta espera
Teu corpo crescendo, salta do chão
E eu já vejo meu corpo descer
Um dia te encontro no meio
Da sala ou da rua
Não sei o que vou contar

[Verse 2]
Respostas virão do tempo
Um rosto claro e sereno me diz
E eu caminho com pedras na mão
Na franja dos dias esqueço o que é velho
O que é manco
E é como te encontrar
Corro a te encontrar

[Bridge]
Um espelho feria meu olho e na beira da tarde
Uma moça me vê
Queria falar de uma terra com praias no norte
E vinhos no sul
A praia era suja e o vinho vermelho
Vermelho, secou
Acaba a festa, guardo a voz e o violão
Ou saio por aí
Raspando as cores para o mofo aparecer
[Verse 2]
Responde por mim o corpo
De rugas que um dia a própria dor indicou
E eu caminho com pedras na mão
Na franja dos dias esqueço o que é velho
O que é manco
E é como te encontrar
Corro a te encontrar

[Outro]
Corro a te encontrar
Corro a te encontrar
Corro a te encontrar
Corro a te encontrar",Clube da Esquina (1972),"Jan. 1, 1972","Pop,MPB (Música Popular Brasileira),Folk,Contemporary Folk,Seventies,Em Português,Brasil",Ao que vai nascer Milton Nascimento
1,209,Pra Vida Inteira,Silva,"[Letra de ""Pra Vida Inteira"" com Silva & Ivete Sangalo]

[Verso 1: Silva]
Eu estava sozinho na paz de Oxalá
Não queria um amor para me ocupar
Mas não pude evitar olhar o seu olhar
Parou a minha vida inteira

[Verso 2: Silva]
É lá dentro do olho que tem confusão
Pra abalar a existência, tirar o meu chão
Mas agora que já abalou, segura minha mão
Vamos subir ladeira

[Refrão: Silva]
Amor, eu só penso na hora de te encontrar
Os repiques que batem no meu coração
Fazem todo sentido na hora que eu vou te beijar
Amor, vem comigo pra além do suado tambor
Quando o bloco acabar eu só quero que seja eu e você
A vida inteira

[Verso 3: Ivete Sangalo]
Eu estava sozinho na paz de Oxalá
Não queria um amor para me ocupar
Mas não pude evitar olhar o seu olhar
Parou a minha vida inteira
[Verso 4: Ivete Sangalo]
É lá dentro do olho que tem confusão
Pra abalar a existência, tirar o meu chão
Mas agora que já abalou, segura minha mão
Vamos subir ladeira

[Refrão: Ivete Sangalo & Ambos]
Amor, eu só penso na hora de te encontrar
Os repiques que batem no meu coração
Fazem todo sentido na hora que eu vou te beijar
Amor, vem comigo pra além do suado tambor
Quando o bloco acabar eu só quero que seja
Eu e você a vida inteira
Quando o bloco acabar eu só quero que seja
Eu e você a vida inteira

[Outro: Ivete Sangalo & Silva]
Ô meu chamego
Ô mainha
A vida inteira
Ai ai ai ai",,"Jan. 10, 2020","Pop,Brasil,Axé,MPB (Música Popular Brasileira),Samba",Pra Vida Inteira Silva
