indice_artista,indice_musica,titulo_musica,nome_artista,letra,album,data_lancamento,tags,identificador
0,10,Cecília,ANAVITÓRIA,"[Letra de ""Cecília"" por ANAVITÓRIA]

[Verso 1: Ana]
Teu olho despencou de mim
Não reconheço a tua voz
Não sei mais te chamar de amor
Não ouvirão falar de nós
A gente se esqueceu, amor:
Certeza não existe, não

E a pressa que você deixou
Não vem em minha direção

[Refrão: ANAVITÓRIA]
Parece que o tempo todo
A gente nem percebeu
Que aqui não dava pé não
Que tua amarra no meu peito não se deu
Te vi escapar das minhas mãos
Eu te busquei, mas
Não vi teu rosto, não
Eu te busquei, mas
Não vi teu rosto... não

[Verso 2: Vitória]
Ausência quer me sufocar
Saudade é privilégio teu
Eu canto pra aliviar
O pranto que ameaça
Difícil é ver que tu não há
Em canto algum eu posso ver
Nem telhado, nem sala de estar
Rodei tudo, não achei você
[Refrão: ANAVITÓRIA]
Parece que o tempo todo
A gente nem percebeu
Que aqui não dava pé não
Que tua amarra no meu peito não se deu
Te vi escapar das minhas mãos
Eu te busquei, mas
Não vi teu rosto, não
Eu te busquei, mas
Não vi teu rosto... não",O Tempo É Agora (2018),"Aug. 3, 2018","Pop,Brasil,Em Português",Cecília ANAVITÓRIA
0,11,"Ai, Amor",ANAVITÓRIA,"[Letra de ""Ai, Amor"" com ANAVITÓRIA]

[Verso 1: Ana, Vitória]
Ei, fiz questão da promessa lembrar
Tu jurou minha mão não soltar
E se foi junto dela
Ei, cê não sabe a falta que faz
Será que teus dias 'tão iguais?
Eu me pego pensando

[Refrão: ANAVITÓRIA]
Ai, amor
Será que tu divide a dor
Do teu peito cansado
Com alguém que não vai te sarar?

Meu amor
Eu vivo no aguardo
De ver você voltando, cruzando a porta
Parararara

[Verso 2: Ana, Vitória]
Ei, diz pra mim o que eu quero escutar
Só você sabe adivinhar
Meus desejos secretos
Ei, faz de conta que não percebi
Que você não esteve aqui
Com teu jeito singelo
[Refrão: ANAVITÓRIA]
Ai, amor
Será que tu divide a dor
Do teu peito cansado
Com alguém que não vai te sarar?

Meu amor
Eu vivo no aguardo
De ver você voltando, cruzando a porta

[Ponte: Ana, ANAVITÓRIA]
Sem hora pra voltar
Sem rota pra tua fuga
Com tempo pra perder
Teu olho degradê pra colorir
Pra colorir
Sem hora pra voltar
Sem rota pra tua fuga
Com tempo pra perder
Teu olho degradê pra colorir

[Refrão: ANAVITÓRIA]
Ai, amor
Será que tu divide a dor
Do teu peito cansado
Com alguém que não vai te sarar?

Meu amor
Eu vivo no aguardo
De ver você voltando, cruzando a porta
Parararara",O Tempo É Agora (2018),"Aug. 3, 2018","Pop,MPB (Música Popular Brasileira),Brasil,Em Português","Ai, Amor ANAVITÓRIA"
0,12,Perdoa,ANAVITÓRIA,"[Letra de ""Perdoa"" com Anavitória]

[Verso 1: Vitória Falcão]
Esqueci
Mas eu prometo, não esqueço mais
Não sei o que passou
Não sei por que
Eu não podia me esquecer

[Verso 2: Ana Caetano]
Eu errei
Eu deveria ter lembrado, eu sei
Não sei o que dizer
Não foi por querer
Somente esqueci

[Refrão: Anavitória]
Perdoa
Que a mágoa amarga o peito
Amor, me perdoa
Eu faço o que quiser
Amor, me perdoa
Que a mágoa amarga o peito
Amor, me perdoa
Perdoa
[Pós-Refrão: Ana, Vitória, Anavitória]
Me diga logo (Me diga logo)
O que é que eu faço (O que é que eu faço)
Pra onde eu devo ir
E não se engane (E não se engane)
Inda te amo (Inda te amo)
Quero te ver feliz

[Verso 1: Ana Caetano]
Esqueci
Mas eu prometo, não esqueço mais
Não sei o que passou
Não sei por que
Eu não podia me esquecer

[Verso 2: Vitória Falcão]
Eu errei
Eu deveria ter lembrado, eu sei
Não sei o que dizer
Não foi por querer
Somente esqueci

[Refrão: Anavitória]
Perdoa
Que a mágoa amarga o peito
Amor, me perdoa
Eu faço o que quiser
Amor, me perdoa
Que a mágoa amarga o peito
Amor, me perdoa
Perdoa
[Pós-Refrão: Ana, Vitória, Anavitória]
Me diga logo
O que é que eu faço
Pra onde eu devo ir
E não se engane
Inda te amo
Quero te ver feliz
Me diga logo (Me diga logo)
O que é que eu faço (O que é que eu faço)
Pra onde eu devo ir
E não se engane (E não se engane)
Inda te amo (Inda te amo)
Quero te ver feliz

[Refrão: Anavitória]
Perdoa
Que a mágoa amarga o peito
Amor, me perdoa
Eu faço o que quiser
Amor, me perdoa
Que a mágoa amarga o peito
Amor, me perdoa
Perdoa

[Saída: Ana, Vitória, Anavitória]
Perdoa
Que a mágoa amarga o peito
Amor, me perdoa
Eu faço o que quiser
Amor, perdoa (Amor, me perdoa)
Que a mágoa amarga o peito, amor
Amor, me perdoa
Me perdoa
Me perdoa
Me perdoa, amor
A mágoa amarga o peito
Mágoa amarga o peito
Eu faço o que quiser amor
Me perdoa",,"Mar. 29, 2019","Pop,Brasil,Em Português",Perdoa ANAVITÓRIA
0,13,Outrória,ANAVITÓRIA,"[Letra de ""Outrória"" por ANAVITÓRIA feat. OutroEu]

[Verso 1: Ana]
Teu olhar é trapaça
Mistério, previ, pois é

Me tira o chão
O meu ar te embaça de perto
Senti o que é amor então

[Pré-Refrão 1: Ana]
Eu nunca vi ninguém fazer tanto barulho num só coração
Teu cuidado é desastre
É zona sem hora, sem onde e agora

[Refrão: ANAVITÓRIA & OUTROEU]
Quando vi, já veio sim
Tomou parte de mim
Levou embora o meu pesar
Teu ver me encanta
Enfim, canta perto de mim
Tua voz amansa e o teu olhar

[Verso 2: OUTROEU]
Tua fala transpassa o mistério em ti, teu pé fora do chão
O meu ar te abraça o critério, perdi até explicação
[Pré-Refrão 2: OUTROEU]
Eu nunca vi ninguém fazer tanto barulho no meu coração
Teu cuidado é sem grade, é zona, senhora
E o entrave que eu passo e que eu beijo
E o quanto me leva pro chão
E é por isso que eu canto outrória


[Refrão: ANAVITÓRIA & OUTROEU]
Quando vi, já veio sim
Tomou parte de mim
Levou embora o meu pesar
Teu ver me encanta
Enfim, canta perto de mim
Tua voz amansa e o teu olhar

[Ponte: ANAVITÓRIA, OUTROEU, Ambos]
Quero ver você dançar, quero ver você dançar, sim
Quero ver você dançar, quero ver você dançar em mim
Quero ver você dançar, quero ver você dançar, sim
Quero ver você dançar, quero ver você dançar em mim
Quero ver (quero), quero ouvir (quero)
Quero ver você dançar em mim, quero ver (quero)
Quero ouvir (quero), quero ver você dançar em mim

[Saída: ANAVITÓRIA & OUTROEU]
Quando vi, já veio sim
Tomou parte de mim
Levou embora o meu pesar
Teu ver...
Quero ouvir
Você dançar em mim",O Tempo É Agora (2018),"Aug. 3, 2018","Pop,Soundtrack,Brasil,Em Português",Outrória ANAVITÓRIA
0,14,Chamego Meu,ANAVITÓRIA,"Letra de ""Chamego Meu"" por Anavitória

[Verso: Vitória, Ana & Vitória]
Chamego meu, olha pra cá
Esse sorriso de orelha a orelha
Tenta guardar, é pra você
Por bagunçar a minha paz
A armadura e minha calma

[Refrão: Ana & Vitória, Vitória]
É tão bom te acompanhar
E ver você sendo você
Te observar me adivinhar
E me ler sem legenda nenhuma
É tão fácil te gostar
Vira parte do viver
Se tu não se envaidecer
Prometo sempre lhe dizer

[Verso: Ana]
Chamego meu, olha pra cá
Esse sorriso de orelha a orelha
Tenta guardar, é pra você
Por bagunçar a minha paz
A armadura e minha calma
[Refrão: Ana & Vitória, Vitória]
É tão bom te acompanhar
E ver você sendo você
Te observar me adivinhar
E me ler sem legenda nenhuma
É tão fácil te gostar
Vira parte do viver
Se tu não se envaidecer
Prometo sempre lhe dizer
Que esse sorriso é pra você, êêê
Que esse sorriso é pra você, êêê

[Outro: Ana & Vitória, Vitória]
Chamego meu, olha pra cá
Esse sorriso de orelha a orelha
Chamego meu, olha pra cá
Esse sorriso, esse sorriso
Chamego meu, olha pra cá
Esse sorriso de orelha a orelha
Chamego meu, olha pra cá
Esse sorriso, esse sorriso
Chamego meu
Chamego meu
Chamego meu
Chamego meu
Chamego meu, olha pra cá
Esse sorriso de orelha a orelha
Chamego meu, olha pra cá
Esse sorriso, esse sorriso",ANAVITÓRIA (2016),"Apr. 2, 2015","Pop,Em Português,Brasil",Chamego Meu ANAVITÓRIA
0,15,Pupila,Anavitória & Vitor Kley,"[Letra de ""Pupila"" com ANAVITÓRIA & Vitor Kley]

[Refrão 1: Vitor Kley, ANAVITÓRIA & Juntos]
Como que eu vou dizer pra ela
Que eu gosto do seu cheiro
Da cor do seu cabelo
Que ela faz minha pupila dilatar?
Eu quero dizer pra ele
Que a rima fez efeito
Agora penso o dia inteiro
Só ele faz minha pupila dilatar
Ta ta ta, ta ta ra ta ta
Ta ta ta, ta ta ra ta ta
Ta ta ta, ta ta ra ta ta ta

[Verso 1: Vitor Kley]
Sabe, depois que eu te conheci
Ficou difícil de viver
Eu fico aqui imaginando coisas com você
Viu, o nosso som é parecido
Será que isso é obra do destino?
Pensando bem, contigo até combino

[Refrão 1: Vitor Kley, ANAVITÓRIA & Juntos]
Como que eu vou dizer pra ela
Que eu gosto do seu cheiro
Da cor do seu cabelo
Que ela faz minha pupila dilatar?
Eu quero dizer pra ele
Que a rima fez efeito
E agora penso o dia inteiro
Só ele faz minha pupila dilatar
Ta ta ta, ta ta ra ta ta
Ta ta ta, ta ta ra ta ta
Ta ta ta, ta ta ra ta ta ta
[Verso 2: Ana, Vitória, ANAVITÓRIA]
Faz de conta que eu te conheço bem
Quero algum atalho pra te convencer
Que a gente 'se combina'
Só você não vê, mas eu vejo
Eu vejo, aa-ah
Ensaio no espelho pra tentar ligar (Tentar ligar)
Invento mil acasos pra te esbarrar por aí
Não sei o que que eu faço
Eu quero mais
Eu quero mais de ti

[Refrão 1: Vitor Kley, ANAVITÓRIA & Juntos]
Como que eu vou dizer pra ela
Que eu gosto do seu cheiro
Da cor do seu cabelo
Que ela faz minha pupila dilatar?
Eu quero dizer pra ele
Que a rima fez efeito
E agora penso o dia inteiro
Só ele faz minha pupila dilatar
Ta ta ta, ta ta ra ta ta
Ta ta ta, ta ta ra ta ta
Ta ta ta, ta ta ra ta ta ta

[Ponte: Ana, Vitor Kley, Vitória, ANAVITÓRIA & Vitor Kley]
Ahhhh
É bom demais querer alguém
E eu quero você (E eu quero você)
Eu quero você (Ah-ah-ah-ah-ah)
É bom demais querer alguém
E é você que eu quero (E é você que eu quero)
É você, oh!
[Refrão 2: ANAVITÓRIA, Vitor Kley, ANAVITÓRIA & Vitor Kley]
Como que eu vou dizer pra ele
Que eu quero aquele beijo
Que eu sei guardar segredo
Ninguém precisa nem desconfiar?
Eu quero dizer pra ela
Que eu amo o seu jeito
Que o seu óculos é maneiro
Que ela faz minha pupila dilatar
Ta ta ta, ta ta ra ta ta
Ta ta ta, ta ta ra ta ta
Que ela faz minha pupila dilatar
Ta ta ta, ta ta ra ta ta
Ta ta ta, ta ta ra ta ta
Ta ta ta, ta ta ra ta ta ta",,"Jul. 5, 2019","Pop,Brasil,Em Português,MPB (Música Popular Brasileira)",Pupila Anavitória & Vitor Kley
0,16,Singular,ANAVITÓRIA,"Letra de ""Singular"" por Anavitória

[Verso 1: Vitória, Ana & Vitória]
É tão singular
O jeito que me observa acordar
E o meu cabelo não parece te assustar
Você, incrivelmente, não se importa
Se eu te chutar a noite inteira
É singular
Tua vergonha e tua forma de pensar
O teu abraço que me enlaça devagar
Enfeita todos os meus dias e horas

[Refrão: Ana, Ana & Vitória]
É tão particular
O meu encontro quando é com você
O meu sorriso quando tem o teu pra acompanhar
As minhas histórias quando você para pra escutar
A minha vida quando tenho alguém pra chamar
De vida

[Verso 2: Ana & Vitória, Vitória]
É tão singular
A habilidade que eu tenho em montar
Um arsenal de clichês pra te cantar
Na intenção de te fazer não esquecer
Que eu nunca vou parar de te chutar
A noite inteira, mesmo se você brigar
Eu te enlaço e não me permito soltar
Pro nosso nós não deixar de ser assim
Tão singular
[Refrão: Ana & Vitória]
É tão particular
O meu encontro quando é com você
O meu sorriso quando tem o teu pra acompanhar
As minhas histórias quando você para pra escutar
A minha vida quando tenho alguém pra chamar
De vida

[Outro: Ana & Vitória]
De vida
De vida
De vida
(Ah ah, ah ah, ah ah ah)
(Ah ah, ah ah, ah ah ah)
(Ah ah, ah ah, ah ah ah)
(Ah ah, ah ah, ah ah ah)
(Ah ah, ah ah, ah ah ah)",ANAVITÓRIA (2016),"Apr. 2, 2015","Pop,Brasil,Em Português",Singular ANAVITÓRIA
0,17,Calendário,ANAVITÓRIA,"[Letra de ""Calendário"" com ANAVITÓRIA]

[Verso 1: Ana]
Não se arrisque em tentar
Me escrever nas suas melhores linhas
Eu não preciso de altar
Só vem, repousa a tua paz na minha
Eu já te disse alguma vez?
Tu tem, pra mim, o nome mais bonito
A boca canta ao te chamar
Teu canto chama o meu sorriso

[Pré-Refrão: Ana]
E tá tão fácil de encaixar
Os teus cenários na minha rotina
No calendário passear
Um fim de tarde em qualquer esquina
Tão natural que me parece sina
Vem cá

[Refrão: ANAVITÓRIA]
Te sinto seu ao se entregar
Me tenho inteira pra você
Te guardo solto pra se aventurar
É tão bonito te espiar viver
Se encontra, se perde e se vê
Mas volta pra se dividir, amor
É que você fica tão bem aqui
É que você fica tão bem aqui comigo
[Verso 2: Vitória]
Não se arrisque em tentar
Me escrever nas suas melhores linhas
Eu não preciso de altar
Só vem, repousa a tua paz na minha
E eu te digo outra vez
Tu tem, pra mim, o nome mais bonito
A boca canta ao te chamar
Teu canto chama o meu sorriso

[Pré-Refrão: Vitória, ANAVITÓRIA]
E tá tão fácil de encaixar
Os teus cenários na minha rotina
No calendário passear
Um fim de tarde em qualquer esquina
Tão natural que me parece sina
Vem cá

[Refrão: ANAVITÓRIA]
Te sinto seu ao se entregar
Me tenho inteira pra você
Te guardo solto pra se aventurar
É tão bonito te espiar viver
Se encontra, se perde e se vê
Mas volta pra se dividir, amor
É que você fica tão bem aqui
É que você fica tão bem aqui comigo
[Interlúdio Instrumental]

[Refrão: ANAVITÓRIA]
Te sinto seu ao se entregar
Me tenho inteira pra você
Te guardo solto pra se aventurar
É tão bonito te espiar viver
Se encontra, se perde e se vê
Mas volta pra se dividir, amor
É que você fica tão bem aqui
É que você fica tão bem aqui comigo",O Tempo É Agora (2018),"Aug. 3, 2018","Pop,Brasil,Em Português",Calendário ANAVITÓRIA
0,18,Canção de Hotel,ANAVITÓRIA,"[Letra de ""Canção de Hotel""]

[Verso 1: Ana]
Caminho pelo mapa de ponta a ponta
Procuro de ponta a ponta você
Eu olho as vitrines, os alarmes
Reviro o cabide e a TV
A luz que banha toda a cidade
Pequena se faz num riso teu
Nenhuma graça tem outro sotaque
Nenhum monumento, Coliseu

[Refrão: ANAVITÓRIA]
Me encontra
Me pede pr'eu te colorir
Me encontra
Me olha, que eu já te vi
Eu tentei telefonar
Me retorna quando der, viu?
E me encontra

[Verso 2: Vitória]
Caminho pelo mapa de ponta a ponta
Eu corro pro mar só pra te ver
No som, no dicionário impossível
O meu vocabulário é pra te ler
No rádio tudo soa tão estranho
Te escuto na voz de algum qualquer
Saudade parece nem ter tamanho
O mundo sem ti nem vi, nem é

[Refrão: ANAVITÓRIA]
Me encontra
Me pede pr'eu te colorir
Me encontra
Me olha, que eu já te vi
Eu tentei telefonar
Me retorna quando der, viu?
E me encontra

[Ponte: Ana & Vitória]
Não sei por que você parece melodia
Pra cada verso meu
Em cada riso meu, tem você
Não sei dizer
Te vi e já sabia
Que era pra ser, que era pra ser

[Refrão: ANAVITÓRIA]
Me encontra
Me pede pr'eu te colorir
Me encontra
Me olha, que eu já te vi
Eu tentei telefonar
Me retorna quando der, viu?
E me encontra",O Tempo É Agora (2018),"Aug. 3, 2018","Pop,Brasil,Em Português",Canção de Hotel ANAVITÓRIA
0,19,Explodir,ANAVITÓRIA,"[Letra de ""Explodir"" com Anavitória]

[Verso: Vitória, Ana]
Pra você eu me desmonto
Eu quero que minha voz cante no teu ouvido
Você me lembra que não há nenhum perigo
No quarto escuro pra dormir
E agora eu durmo bem
Do amor já disse tanto
Meu coração já passeou em tanta casa
Agora eu vejo que eu nem sabia nada
Amar é mais do que dizer do amor

[Refrão: Vitória, Anavitória]
E a gente se escolhe todo dia
E eu te escolheria mais milhões de vidas
Porque uma só é pouco com você, amor
E eu quero tudo o que eu pudеr viver, amor
A gente sе escolhe todo dia
E eu te escolheria mais milhões de vidas
Porque uma só é pouco com você, amor
E eu quero tudo o que eu puder viver com você

[Pós-Refrão: Vitória, Ana]
(Com você)
Tudo que eu puder viver (Tudo que eu puder viver)
Tudo que eu puder viver (Tudo que eu puder viver)
Tudo que eu puder viver
[Verso: Anavitória, Ana]
Pra você eu me desmonto
Eu quero que minha voz cante no teu ouvido
Você me lembra que não há nenhum perigo
No quarto escuro pra dormir
E agora eu durmo bem
Do amor já disse tanto
Meu coração já passeou em tanta casa
Agora eu vejo que eu nem sabia nada
Amar é mais do que dizer do amor

[Refrão: Vitória, Anavitória]
E a gente se escolhe todo dia
E eu te escolheria mais milhões de vidas
Porque uma só é pouco com você, amor
E eu quero tudo o que eu puder viver, amor
A gente se escolhe todo dia
E eu te escolheria mais milhões de vidas
Porque uma só é pouco com você, amor
E eu quero tudo o que eu puder viver

[Pós-Refrão: Vitória, Ana]
(Com você)
Tudo que eu puder viver (Tudo que eu puder viver)
Tudo que eu puder viver (Tudo que eu puder viver)
Tudo que eu puder viver
[Ponte: Vitória, Anavitória]
Eu 'tô aqui do lado porque o corpo todo pede pra eu continuar
Vejo meu destino inteiro dentro de uma pessoa
A gente vive junto e vive só, e vive só
E você do meu lado porque teu caminho te coloca bem aqui
Mas se algum dia nossa história explodir
Eu nunca vou te segurar
Eu nunca vou te segurar
Eu nunca vou te segurar, não

[Refrão: Vitória]
E a gente se escolhe todo dia
E eu te escolheria mais milhões de vidas
Porque uma só é pouco com você, amor
Eu quero tudo o que eu puder viver, amor",COR (2021),"Jan. 1, 2021","Pop,Em Português,Brasil,MPB (Música Popular Brasileira)",Explodir ANAVITÓRIA
0,20,Preta,ANAVITÓRIA,"[Letra de ""Preta"" com ANAVITÓRIA]

[Verso 1: Ana]
Quando eu te chamar, não se acanhe não
Quero te ver chegando bem devagarinho
Ver teu andar ganhando todo meu carinho
Ser no teu rosto a razão do só sorrir

[Pré-Refrão: Ana, ANAVITÓRIA]
Ô, preta
Ainda bem que tu existe
Pra me saber e me cuidar
Se aqui é triste
E me ensinar que não é não
E a vida é sim melhor quando se dá amor
Oh, oh

[Refrão: Ana]
Se por acaso eu te disser
Que meu segredo é ser segredo pra você
 (Ah...)
Será que muda aí dentro teu querer?

O teu amor eu não arrisco de perder

Sei lá
É que essa vida sem viver no teu sossego (Sem viver...)
Graça é o que não deve ter (Ah, ah...)
A minha prece é pra tu me desvendar
Vou te dizer: bobeira é o tempo nos ganhar
[Verso 2: Ana]
Quando tu quiser, tô te esperando aqui
Já fiz a lista de tudo que você gosta
Já esqueci os gestos que você não aprova
Posso fingir até que sei bem cozinhar (haha)

[Pré-Refrão: Ana, ANAVITÓRIA]
Ô, preta
Ainda bem que tu existe
Pra me saber e me cuidar
Se aqui é triste
E ensinar que não é não
E a vida é sim melhor quando se dá amor
Oh, oh

[Refrão: Ana]
Se por acaso eu te disser
Que meu segredo é ser segredo pra você (Ah, ah...)
Será que muda aí dentro teu querer?
O teu amor eu não arrisco de perder
Sei lá
É que essa vida sem viver no teu sossego (Sem viver...)
Graça é o que não deve ter (Ah, ah...)
A minha prece é pra tu me desvendar
Vou te dizer: bobeira é o tempo nos ganhar
[Saída: Ana]
Pretinha
O céu tá ali pra te enfeitar
Não tem um peso em quem veio pra amar
Não tem escolha quando o coração quem diz
Pretinha
Não tem problema se doer
Me deixa perto pra fazer passar
Tem nada errado se é o que te faz feliz",O Tempo É Agora (2018),"Aug. 3, 2018","Pop,MPB (Música Popular Brasileira),Brasil,Em Português",Preta ANAVITÓRIA
0,21,A Gente Junto,ANAVITÓRIA,"[Letra de ""A Gente Junto"" com Anavitória]

[Verso: Ana]
Acorda, meu bem
Amanhã já é outra história em paz
Vamos viver o agora, tudo bem
Na cama a gente se demora demais
Depois a gente inventa a hora

[Refrão: ANAVITÓRIA]
Pra viver, o caos que mora fora de você
A pressa que ninguém deveria ter
Pra estar no mundo
Perceber que nunca é demais um carinho
Que junto é melhor que sozinho
E a gente junto é muito bom
É muito bom

[Verso: Ana, ANAVITÓRIA]
Acorda, meu bem
Amanhã já é outra história em paz
Vamos viver o agora, tudo bem
Na cama a gente se demora demais
Depois a gente inventa a hora

[Refrão: ANAVITÓRIA]
Pra viver, o caos que mora fora de você
A pressa que ninguém deveria ter
Pra estar no mundo
Perceber que nunca é demais um carinho
Que junto é melhor que sozinho
E a gente junto...
[Ponte: Vitória, Ana]
Deixa eu te mostrar, a gente junto é bom (bom, bom, bom)
Tua boca fácil tenta, a gente junto é muito bom
No quarto a meia-luz revela e aqui dentro esquenta
Sussurro proibido, eu quero ouvir tuas reticências

[Refrão: Ana, ANAVITÓRIA]
Pra viver o caos que mora fora de você
A pressa que ninguém deveria ter
Pra estar no mundo
Perceber que nunca é demais um carinho
Que junto é melhor que sozinho
E a gente junto é muito bom
É muito bom

[Saída: ANAVITÓRIA, Ana]
É muito bom
É puro, bom",O Tempo É Agora (2018),"Aug. 3, 2018","Pop,Brasil,Em Português",A Gente Junto ANAVITÓRIA
0,22,(dia 34),ANAVITÓRIA,,COR (2021),"Jan. 1, 2021","Pop,Instrumental,MPB (Música Popular Brasileira),Brasil,Em Português",(dia 34) ANAVITÓRIA
0,23,Te procuro,ANAVITÓRIA,"[Letra de ""Te procuro"" com ANAVITÓRIA]

[Verso 1: Ana, Anavitória]
Por onde quer que eu ande
Aonde quer que eu olhe
Nada afasta essa lembrança de você
Tem vezes que eu canto
Pra ver se você volta
É impossível
Eu não consigo esquecer

[Pré-Refrão: Anavitória, Ana]
Eu já fiz de tudo
Já te pus pra fora
E ainda te procuro
Eu te procuro toda hora
Quanto mais escuro
Mais claro na memória
O nosso amor machuca

Eu quero tanto ir embora


[Refrão: Vitória, Anavitória]
Mas eu te procuro
Eu só sei te procurar
Eu vejo seu nome nas coisas
Eu sinto seu cheiro na rua
Mas eu tе procuro
Eu só sei te procurar
[Pós-Refrão: Vitória, Anavitória]
Me diz: O quе é que eu faço agora?
Eu já pedi pra você ir embora
Mas eu não consigo arrancar você daqui
É que eu não consigo arrancar você daqui

[Verso 2: Vitória, Anavitória]
Silêncio me conserta
Distrai a minha dor
Meu corpo pede tanto pra te visitar
Distância me dispersa
Carrega o meu amor
O teu sumiço me dissolve devagar

[Pré-Refrão: Anavitória, Ana]
Eu já fiz de tudo
Já te pus pra fora
E ainda te procuro
Eu te procuro toda hora
Quanto mais escuro
Mais claro na memória
O nosso amor machuca

Eu quero tanto ir embora


[Refrão: Vitória, Anavitória]
Mas eu te procuro
Eu só sei te procurar
Eu vejo seu nome nas coisas
Eu sinto seu cheiro na rua
Mas eu te procuro
Eu só sei te procurar
[Pós-Refrão: Vitória, Anavitória]
Me diz: O que é que eu faço agora?
Eu já pedi pra você ir embora
Mas eu não consigo arrancar você daqui
É que eu não consigo arrancar você daqui",COR (2021),"Jan. 1, 2021","Pop,Em Português,Brasil,MPB (Música Popular Brasileira)",Te procuro ANAVITÓRIA
0,24,​não passa vontade,ANAVITÓRIA & DUDA BEAT,"[Letra de ""não passa vontade"" com ANAVITÓRIA & Duda Beat]

[Verso 1: Vitória Falcão, Ana Caetano]
Quando é que você chega, amor?
Tô com saudade de você
Já me arrumei inteira pra te receber
Eu quero tanto passear contigo
Quando é que você vem, amor?
O coração chega a doer
Se tu demora, o dia acaba e faz chover
Eu tô querendo te abraçar faz tempo

[Pré-Refrão: ANAVITÓRIA, Vitória Falcão]
Eu quero tanto levar você pro mar pra gente se banhar
Deixar meu beijo no teu beijo e namorar colado
Até o Sol cansar de ficar acordado
E você vai lembrar

[Refrão: DUDA BEAT & ANAVITÓRIA]
Você vai lembrar de mim, você vai pedir por mim
Vai se pergunta-a-ar, ah-ah-ah, ah-ah
Quando é que eu vou chegar
Você vai lembrar de mim, você vai pedir por mim
Vai se pergunta-a-ar, ah-ah-ah, ah-ah
Quando é que eu vou chegar
[Verso 2: DUDA BEAT, Ana Caetano, Vitória Falcão, ANAVITÓRIA]
Onde é que eu te encontro, amor?
Tô ensaiando pra te ver
Já procurei aqui e nada de você
Eu quero tanto me enroscar contigo
Me fala que eu te acho, amor
E a gente pode se perder
Invento um canto, uma viagem com você
Tô te chamando pra mostrar meu mundo

[Pré-Refrão: DUDA BEAT & ANAVITÓRIA]
E eu quero tanto levar você pro mar pra gente se banhar
Deixar minha boca no teu beijo e namorar pelado
Até o Sol cansar de ficar acordado
E você vai lembrar

[Refrão: DUDA BEAT & ANAVITÓRIA]
Você vai lembrar de mim, você vai pedir por mim
Vai se pergunta-a-ar, ah-ah-ah, ah-ah
Quando é que eu vou chegar
Você vai lembrar de mim, você vai pedir por mim
Vai se pergunta-a-ar, ah-ah-ah, ah-ah
Quando é que eu vou chegar

[Saída: DUDA BEAT, ANAVITÓRIA]
Olha dentro do meu olho e não passa vontade, não (passa vontade, não passa vontade)
Olha dentro do meu olho e não passa vontade (ah-ah-ah, não passa vontade, não)
Olha dentro do meu olho e não passa vontade, não (passa vontade, não passa vontade)
Olha dentro do meu olho e não passa vontade, não, amor",Melim: Melhores do Meu 2020 - Compilação (2020),"Nov. 26, 2020","Pop,Brasil,MPB (Música Popular Brasileira),Em Português",​não passa vontade ANAVITÓRIA & DUDA BEAT
0,25,Trevo (Tu) (Dueto com Diogo Piçarra),ANAVITÓRIA,"Letra de ""Trevo (Tu)"" por Anavitória e Diogo Piçarra

[Verso 1: Ana]
Tu
É trevo de quatro folhas, é
Manhã de domingo à toa
Conversa rara e boa
Pedaço de sonho
Que faz meu querer acordar pra vida
Ai, ai, ai

[Verso 2: Ana]
Tu
Que tem esse abraço-casa
Se decidir bater asa
Me leva contigo pra passear
Eu juro
Afeto e paz não vão te faltar
Ai, ai, ai

[Refrão: Ana & Diogo, Ana, Diogo]
Ah…
Eu só quero o leve da vida pra te levar
E o tempo parar
Ah…
É a sorte de levar a hora pra passear
Pra cá e pra lá
Pra lá e pra cá
Quando aqui tu tá/estás
[Verso 1: Diogo]
Tu
És trevo de quatro folhas, és
Manhã de domingo à toa
Conversa rara e boa
Pedaço de sonho
Que faz meu querer acordar pra vida
Ai, ai, ai

[Verso 2: Ana]
Tu
Que tem esse abraço-casa
Se decidir bater asa
Me leva contigo pra passear
Eu juro
Afeto e paz não vão te faltar
Ai, ai, ai

[Refrão: Ana & Diogo, Ana, Diogo]
Ah…
Eu só quero o leve da vida pra te levar
E o tempo parar
Ah…
É a sorte de levar a hora pra passear
Pra cá e pra lá
Pra lá e pra cá
Quando aqui tu tá/estás
[Ponte: Vitória, Ana & Vitória]
Tu
Tu
Tu
Tu

[Refrão: Ana & Diogo, Ana, Diogo]
Ah…
Eu só quero o leve da vida pra te levar
E o tempo parar
Ah…
É a sorte de levar a hora pra passear
Pra cá e pra lá
Pra lá e pra cá
Quando aqui tu tá/estás

[Outro: Ana & Diogo, Ana]
É trevo de quatro folhas
És trevo de quatro folhas, és
És trevo de quatro folhas
És trevo de quatro folhas, és",ANAVITÓRIA (2016),"Oct. 20, 2017","Pop,Remix,Brasil,Portugal,Em Português",Trevo (Tu) (Dueto com Diogo Piçarra) ANAVITÓRIA
